المصالح	ال|مصالح
التكنولوجية	ال|تكنولوجية
الاساسية	ال|اساسية
لألمانيا	ل|ألمانيا
وطلب	و|طلب
من	من
وزير	وزير
الدفاع	ال|دفاع
رودولف	رودولف
شاربينغ	شاربينغ
التوجه	ال|توجه
الى	الى
اسبانيا	اسبانيا
.	.
وتعذر	و|تعذر
لمتحدثة	ل|متحدثة
باسم	ب|اسم
وزارة	وزارة
الدفاع	ال|دفاع
الالمانية	ال|المانية
ان	ان
تؤكد	تؤكد
اليوم	ال|يوم
السبت	ال|سبت
هذه	هذه
المعلومات	ال|معلومات
.	.
وفي	و|في
21	21
حزيران	حزيران
/	/
يونيو	يونيو
،	،
شدد	شدد
وزير	وزير
الدفاع	ال|دفاع
الاسباني	ال|اسباني
فيديريكو	فيديريكو
تريو	تريو
على	على
ان	ان
العقد	ال|عقد
الموقع	ال|موقع
في	في
نهاية	نهاية
عام	عام
1998	1998
بين	بين
سانتا	سانتا
بربارة	بربارة
ومنتجي	و|منتجي
الدبابة	ال|دبابة
الالمانية	ال|المانية
،	،
كروس	ك|روس
مافييه	مافييه
ورينمينتال	ورينمينتال
لتصنيع	ل|تصنيع
الدبابة	ال|دبابة
في	في
اسبانيا	اسبانيا
وإنتاج	و|إنتاج
235	235
دبابة	دبابة
ليوبارد2	ليوبارد|2
خلال	خلال
عشر	عشر
سنوات	سنوات
،	،
يتضمن	يتضمن
بندا	بندا
لحماية	ل|حماية
التكنولوجيا	ال|تكنولوجيا
الالمانية	ال|المانية
ويجب	و|يجب
في	في
"	"
جميع	جميع
الاحوال	ال|احوال
"	"
ان	ان
تحترمه	تحترم|ه
شركة	شركة
"	"
جنرال	جنرال
ديناميكس	ديناميكس
"	"
الاميركية	ال|اميركية
.	.
مقتل	مقتل
ما	ما
لا	لا
يقل	يقل
عن	عن
12	12
شخصا	شخصا
في	في
مواجهات	مواجهات
في	في
احدى	احدى
اسواق	اسواق
لاغوس	لاغوس
لاغوس	لاغوس
15	15
-	-
7	7
(	(
اف	اف
ب	ب
)	)
-	-
ذكرت	ذكرت
الشرطة	ال|شرطة
النيجيرية	ال|نيجيرية
اليوم	ال|يوم
السبت	ال|سبت
ان	ان
ما	ما
لا	لا
يقل	يقل
عن	عن
12	12
شخصا	شخصا
قتلوا	قتلوا
في	في
مواجهات	مواجهات
استمرت	استمرت
يومين	يومين
في	في
سوق	سوق
في	في
لاغوس	لاغوس
بين	بين
تجار	تجار
وزقاقيين	و|زقاقيين
.	.
وأعلن	و|أعلن
متحدث	متحدث
باسم	ب|اسم
الشرطة	ال|شرطة
لوكالة	ل|وكالة
فرانس	فرانس
برس	برس
ان	ان
المواجهات	ال|مواجهات
التي	التي
بدأت	بدأت
الخميس	ال|خميس
بين	بين
التجار	ال|تجار
في	في
سوق	سوق
الابا	الابا
في	في
لاغوس	لاغوس
،	،
وعدد	و|عدد
من	من
الزقاقيين	ال|زقاقيين
،	،
اسفرت	اسفرت
ايضا	ايضا
عن	عن
اصابة	اصابة
عدد	عدد
من	من
الاشخاص	ال|اشخاص
بجروح	ب|جروح
.	.
وبدأت	و|بدأت
اعمال	اعمال
العنف	ال|عنف
فيما	فيما
كان	كان
الزقاقيون	ال|زقاقيون
يحاولون	يحاولون
نهب	نهب
المحلات	ال|محلات
التجارية	ال|تجارية
بحجة	ب|حجة
أنهم	أن|هم
يبحثون	يبحثون
عن	عن
سارق	سارق
.	.
واستمرت	و|استمرت
المواجهات	ال|مواجهات
حتى	حتى
يوم	يوم
الجمعة	ال|جمعة
عندما	عندما
تمكنت	تمكنت
الشرطة	ال|شرطة
من	من
فرض	فرض
النظام	ال|نظام
مجددا	مجددا
.	.
ولم	و|لم
يتم	يتم
اعتقال	اعتقال
احد	احد
بحسب	ب|حسب
المتحدث	ال|متحدث
باسم	ب|اسم
الشرطة	ال|شرطة
.	.
هذا	هذا
اليوم	ال|يوم
في	في
التاريخ	ال|تاريخ
16	16
تموز	تموز
/	/
يوليو	يوليو
1945	1945
-	-
الولايات	ال|ولايات
المتحدة	ال|متحدة
تقوم	تقوم
باختبار	ب|اختبار
اول	اول
قنبلة	قنبلة
نووية	نووية
في	في
نيومكسيكو	نيومكسيكو
.	.
1948	1948
-	-
الحرب	ال|حرب
العربية	ال|عربية
الاسرائيلية	ال|اسرائيلية
:	:
مجلس	مجلس
الامن	ال|امن
الدولي	ال|دولي
يتبنى	يتبنى
مشروع	مشروع
قرار	قرار
اميركي	اميركي
يرى	يرى
في	في
الحرب	ال|حرب
"	"
خطرا	خطرا
على	على
السلام	ال|سلام
العالمي	ال|عالمي
ويدعو	و|يدعو
الى	الى
وقف	وقف
القتال	ال|قتال
خلال	خلال
ثلاثة	ثلاثة
ايام	ايام
تحت	تحت
طائلة	طائلة
فرض	فرض
عقوبات	عقوبات
اقتصادية	اقتصادية
وعسكرية	و|عسكرية
على	على
من	من
يخالف	يخالف
ذلك	ذلك
"	"
.	.
1951	1951
-	-
بلجيكا	بلجيكا
:	:
الملك	ال|ملك
ليوبولد	ليوبولد
الثاني	ال|ثاني
يتنازل	يتنازل
عن	عن
العرش	ال|عرش
لابنه	ل|ابن|ه
بودوان	بودوان
بعد	بعد
حركة	حركة
شعبية	شعبية
واسعة	واسعة
طالبت	طالبت
بعزله	ب|عزل|ه
.	.
1955	1955
-	-
الرئيس	ال|رئيس
السوري	ال|سوري
الاسبق	ال|اسبق
شكري	شكري
القوتلي	القوتلي
يعود	يعود
الى	الى
سوريا	سوريا
بعد	بعد
ان	ان
امضى	امضى
في	في
منفىه	منفى|ه
في	في
مصر	مصر
ست	ست
سنوات	سنوات
.	.
1965	1965
-	-
الاتحاد	ال|اتحاد
السوفياتي	ال|سوفياتي
يطلق	يطلق
خمسة	خمسة
اقمار	اقمار
اصطناعية	اصطناعية
"	"
كوسموس	كوسموس
"	"
على	على
متن	متن
صاروخ	صاروخ
فضائي	فضائي
واحد	واحد
.	.
1979	1979
-	-
نائب	نائب
رئيس	رئيس
مجلس	مجلس
قيادة	قيادة
الثورة	ال|ثورة
في	في
العراق	ال|عراق
صدام	صدام
حسين	حسين
يصبح	يصبح
رئيسا	رئيسا
لالدولة	ل|ال|دولة
بعد	بعد
غياب	غياب
حسن	حسن
البكر	البكر
عن	عن
الساحة	ال|ساحة
السياسية	ال|سياسية
.	.
1985	1985
-	-
وفاة	وفاة
الكاتب	ال|كاتب
الالماني	ال|الماني
هاينريش	هاينريش
بول	بول
.	.
1989	1989
-	-
وفاة	وفاة
قائد	قائد
الاوكسترا	الاوكسترا
هيربرت	هيربرت
فون	فون
كارايان	كارايان
.	.
1995	1995
-	-
وزير	وزير
الخارجية	ال|خارجية
السعودي	ال|سعودي
الامير	ال|امير
سعود	سعود
الفيصل	الفيصل
يعلن	يعلن
تطبيع	تطبيع
العلاقات	ال|علاقات
الدبلوماسية	ال|دبلوماسية
بين	بين
السعودية	ال|سعودية
والأردن	و|ال|أردن
بعد	بعد
قطيعة	قطيعة
دامت	دامت
خمس	خمس
سنوات	سنوات
.	.
1995	1995
-	-
اقالة	اقالة
وزير	وزير
الدفاع	ال|دفاع
العراقي	ال|عراقي
علي	علي
حسن	حسن
المجيد	المجيد
من	من
منصبه	منصب|ه
وتكليفه	و|تكليف|ه
مهام	مهام
في	في
حزب	حزب
البعث	البعث
الحاكم	ال|حاكم
.	.
1995	1995
-	-
العراق	ال|عراق
يفرج	يفرج
عن	عن
اثنين	اثنين
من	من
الاميركيين	ال|اميركيين
بعد	بعد
سجنهما	سجن|هما
113	113
يوما	يوما
بتهمة	ب|تهمة
عبور	عبور
الحدود	ال|حدود
العراقية	ال|عراقية
الكويتية	ال|كويتية
بطريقة	ب|طريقة
غير	غير
شرعية	شرعية
.	.
هذا	هذا
اليوم	ال|يوم
في	في
التاريخ	ال|تاريخ
17	17
تموز	تموز
/	/
يوليو	يوليو
1913	1913
-	-
مولد	مولد
الكاتب	ال|كاتب
والفيلسوف	و|ال|فيلسوف
الفرنسي	ال|فرنسي
روجيه	روجيه
غارودي	غارودي
.	.
1918	1918
-	-
الثورة	ال|ثورة
البلشفية	ال|بلشفية
تعدم	تعدم
قيصر	قيصر
روسيا	روسيا
نيكتلاس	نيكتلاس
اتلثاني	اتلثاني
وأفراد	و|أفراد
عائلته	عائلت|ه
.	.
1945	1945
-	-
افتتاح	افتتاح
مؤتمر	مؤتمر
بوتسدام	بوتسدام
بين	بين
قادة	قادة
الاتحاد	ال|اتحاد
السوفياتي	ال|سوفياتي
وبريطانيا	و|بريطانيا
والولايات	و|ال|ولايات
المتحدة	ال|متحدة
الذي	الذي
رسم	رسم
حدود	حدود
الدول	ال|دول
الاوروبية	ال|اوروبية
بعد	بعد
الحرب	ال|حرب
العالمية	ال|عالمية
الثانية	ال|ثانية
.	.
1951	1951
-	-
اغتيال	اغتيال
رياض	رياض
الصلح	الصلح
في	في
عمان	عمان
على	على
يد	يد
ثلاثة	ثلاثة
من	من
اعضاء	اعضاء
الحزب	ال|حزب
القومي	ال|قومي
السوري	ال|سوري
الاجتماعي	ال|اجتماعي
ردا	ردا
على	على
اعدام	اعدام
مؤسس	مؤسس
وزعيم	و|زعيم
الحزب	ال|حزب
انطون	انطون
سعادة	سعادة
في	في
1949	1949
.	.
1958	1958
-	-
اثر	اثر
سقوط	سقوط
النظام	ال|نظام
الملكي	ال|ملكي
الهاشمي	ال|هاشمي
في	في
العراق	ال|عراق
،	،
وصلت	وصلت
قوات	قوات
بريطانية	بريطانية
الى	الى
الاردن	ال|اردن
بطلب	ب|طلب
من	من
الملك	ال|ملك
حسين	حسين
.	.
1968	1968
-	-
انقلاب	انقلاب
عسكري	عسكري
في	في
العراق	ال|عراق
يطيح	يطيح
نظام	نظام
عبد	عبد
الرحمن	الرحمن
عارف	عارف
ومجلس	و|مجلس
قيادة	قيادة
الثورة	ال|ثورة
يختار	يختار
احمد	احمد
حسن	حسن
البكر	البكر
رئيسا	رئيسا
لالجمهورية	ل|ال|جمهورية
.	.
1971	1971
-	-
العاهل	ال|عاهل
الاردني	ال|اردني
الملك	ال|ملك
حسين	حسين
يلغي	يلغي
الاتفاقات	ال|اتفاقات
التي	التي
تسمح	تسمح
لالتنظيمات	ل|ال|تنظيمات
الفلسطينية	ال|فلسطينية
بإقامة	ب|إقامة
قواعد	قواعد
لها	ل|ها
في	في
الاردن	ال|اردن
.	.
1973	1973
-	-
توقيع	توقيع
"	"
ميثاق	ميثاق
لالعمل	ل|ال|عمل
الوطني	ال|وطني
"	"
بين	بين
حزب	حزب
البعث	البعث
الحاكم	ال|حاكم
في	في
العراق	ال|عراق
والحزب	و|ال|حزب
الشيوعي	ال|شيوعي
العراقي	ال|عراقي
.	.
1979	1979
-	-
نيكاراغوا	نيكاراغوا
:	:
الجنرال	ال|جنرال
سوموزا	سوموزا
يتخلى	يتخلى
عن	عن
الحكم	ال|حكم
بعد	بعد
معارك	معارك
استمرت	استمرت
خمسة	خمسة
اسابيع	اسابيع
ضد	ضد
الساندينيين	ال|ساندينيين
وأسفرت	و|أسفرت
عن	عن
مقتل	مقتل
حوالي	حوالي
40	40
الف	الف
مدني	مدني
.	.
1987	1987
-	-
قطع	قطع
العلاقات	ال|علاقات
الدبلوماسية	ال|دبلوماسية
بين	بين
فرنسا	فرنسا
وإيران	و|إيران
اثر	اثر
رفض	رفض
مترجم	مترجم
السفارة	ال|سفارة
الايرانية	ال|ايرانية
في	في
باريس	باريس
وحيد	وحيد
غورجي	غورجي
المثول	ال|مثول
امام	امام
القضاء	ال|قضاء
في	في
اطار	اطار
التحقيق	ال|تحقيق
في	في
اعتداءات	اعتداءات
وقعت	وقعت
في	في
1986	1986
في	في
باريس	باريس
.	.
1998	1998
-	-
الاسد	الاسد
في	في
باريس	باريس
لالمرة	ل|ال|مرة
الاولى	ال|اولى
منذ	منذ
22	22
عاما	عاما
والزيارة	و|ال|زيارة
استغرقت	استغرقت
ثلاثة	ثلاثة
ايام	ايام
.	.
وفي	و|في
اليوم	ال|يوم
ذاته	ذات|ه
،	،
زارت	زارت
بارجتان	بارجتان
بريطانيتان	بريطانيتان
لأول	ل|أول
مرة	مرة
منذ	منذ
48	48
عاما	عاما
،	،
مرفأ	مرفأ
اللاذقية	ال|لاذقية
السوري	ال|سوري
.	.
1998	1998
-	-
صنعاء	صنعاء
تتهم	تتهم
الرياض	ال|رياض
باحتلال	ب|احتلال
مناطق	مناطق
حدودية	حدودية
.	.
السعوديون	ال|سعوديون
اكدوا	اكدوا
في	في
21	21
من	من
الشهر	ال|شهر
ذاته	ذات|ه
حصول	حصول
"	"
حوادث	حوادث
"	"
ادت	ادت
الى	الى
مقتل	مقتل
ثلاثة	ثلاثة
يمنيين	يمنيين
وإصابة	و|إصابة
تسعة	تسعة
آخرين	آخرين
بجروح	ب|جروح
.	.
وفي	و|في
27	27
من	من
الشهر	ال|شهر
نفسه	نفس|ه
،	،
تفاهم	تفاهم
البلدان	ال|بلدان
على	على
اجراءات	اجراءات
لمنع	ل|منع
تكرار	تكرار
مثل	مثل
هذه	هذه
الحوادث	ال|حوادث
.	.
مقتل	مقتل
شخصين	شخصين
وإصابة	و|إصابة
آخر	آخر
بجروح	ب|جروح
في	في
حرائق	حرائق
في	في
بلغاريا	بلغاريا
صوفيا	صوفيا
16	16
-	-
7	7
(	(
اف	اف
ب	ب
)	)
-	-
اعلن	اعلن
بيان	بيان
لالمركز	ل|ال|مركز
الصحافي	ال|صحافي
التابع	ال|تابع
لالحكومة	ل|ال|حكومة
البلغارية	ال|بلغارية
ان	ان
رجلين	رجلين
قتلا	قتلا
وأصيب	و|أصيب
شخص	شخص
آخر	آخر
بجروح	ب|جروح
خطرة	خطرة
امس	امس
السبت	ال|سبت
في	في
حرائق	حرائق
اندلعت	اندلعت
في	في
الايام	ال|ايام
الاخيرة	ال|اخيرة
في	في
بلغاريا	بلغاريا
.	.
وأوضح	و|أوضح
المصدر	ال|مصدر
ان	ان
دينتشو	دينتشو
دينيف	دينيف
(	(
72	72
عاما	عاما
)	)
التهمته	التهمت|ه
النيران	ال|نيران
حيا	حيا
ليل	ليل
الجمعة	ال|جمعة
السبت	ال|سبت
في	في
منزله	منزل|ه
في	في
بلدة	بلدة
دراغانوفو	دراغانوفو
في	في
منطقة	منطقة
ترنوفو	ترنوفو
(	(
شمال	شمال
شرق	شرق
)	)
.	.
وتوفي	و|توفي
ديانكو	ديانكو
ديانكوف	ديانكوف
(	(
66	66
عاما	عاما
)	)
ليل	ليل
الجمعة	ال|جمعة
السبت	ال|سبت
في	في
مستشفى	مستشفى
مدينة	مدينة
بورغاس	بورغاس
(	(
جنوب	جنوب
شرق	شرق
)	)
متاثرا	متاثرا
بجروحه	ب|جروح|ه
التي	التي
غطت	غطت
90%	90|%
من	من
جسده	جسد|ه
اثر	اثر
حريق	حريق
اندلع	اندلع
الخميس	ال|خميس
في	في
منطقة	منطقة
هاسكوفو	هاسكوفو
(	(
جنوب	جنوب
)	)
.	.
وكان	و|كان
شخص	شخص
آخر	آخر
،	،
اتاناس	اتاناس
يانف	يانف
(	(
54	54
عاما	عاما
)	)
يصارع	يصارع
امس	امس
السبت	ال|سبت
الموت	ال|موت
في	في
مستشفى	مستشفى
بورغاس	بورغاس
ايضا	ايضا
اثر	اثر
إصابته	إصابت|ه
الخميس	ال|خميس
بحروق	ب|حروق
بليغة	بليغة
.	.
وكانت	و|كانت
ست	ست
حرائق	حرائق
لا	لا
تزال	تزال
مشتعلة	مشتعلة
امس	امس
السبت	ال|سبت
في	في
وسط	وسط
جنوبي	جنوبي
وجنوب	و|جنوب
شرقي	شرقي
البلاد	ال|بلاد
.	.
وقال	و|قال
الكسندر	الكسندر
براماتارسكي	براماتارسكي
،	،
وزير	وزير
الحالات	ال|حالات
الطارئة	ال|طارئة
"	"
ان	ان
الوضع	ال|وضع
يعود	يعود
الى	الى
طبيعته	طبيعت|ه
ولٰكن	و|لٰكن
من	من
غير	غير
المستبعد	ال|مستبعد
ان	ان
تنشب	تنشب
حرائق	حرائق
اخرى	اخرى
"	"
.	.
وشارك	و|شارك
1200	1200
رجل	رجل
من	من
رجال	رجال
الاطفاء	ال|اطفاء
وألف	و|ألف
جندي	جندي
و	و
150	150
متطوعا	متطوعا
من	من
الدفاع	ال|دفاع
المدني	ال|مدني
اول	اول
من	من
امس	امس
الجمعة	ال|جمعة
في	في
مكافحة	مكافحة
الحرائق	ال|حرائق
في	في
البلاد	ال|بلاد
.	.
الولايات	ال|ولايات
المتحدة	ال|متحدة
تريد	تريد
تكثيف	تكثيف
وتيرة	وتيرة
المفاوضات	ال|مفاوضات
في	في
كامب	كامب
ديفيد	ديفيد
ثورمونت	ثورمونت
(	(
الولايات	ال|ولايات
المتحدة	ال|متحدة
)	)
16	16
-	-
7	7
(	(
اف	اف
ب	ب
)	)
-	-
اعلنت	اعلنت
الولايات	ال|ولايات
المتحدة	ال|متحدة
مساء	مساء
امس	امس
السبت	ال|سبت
عزمها	عزم|ها
على	على
تكثيف	تكثيف
وتيرة	وتيرة
مفاوضات	مفاوضات
السلام	ال|سلام
الاسرائيلية	ال|اسرائيلية
الفلسطينية	ال|فلسطينية
في	في
قمة	قمة
كامب	كامب
ديفيد	ديفيد
في	في
محاولة	محاولة
لالتوصل	ل|ال|توصل
الى	الى
اتفاق	اتفاق
حول	حول
الملفات	ال|ملفات
الكبرى	ال|كبرى
لالحل	ل|ال|حل
النهائي	ال|نهائي
لالنزاع	ل|ال|نزاع
قبل	قبل
مغادرة	مغادرة
الرئيس	ال|رئيس
بيل	بيل
كلينتون	كلينتون
الى	الى
قمة	قمة
مجموعة	مجموعة
الثماني	ال|ثماني
الاربعاء	ال|اربعاء
المقبل	ال|مقبل
.	.
وقال	و|قال
احد	احد
المتحدثين	ال|متحدثين
باسم	ب|اسم
البيت	ال|بيت
الابيض	ال|ابيض
بي	بي
جي	جي
كراولي	كراولي
"	"
اعتقد	اعتقد
بأننا	ب|أن|نا
سنسعى	س|نسعى
الى	الى
تكثيف	تكثيف
هذه	هذه
المحادثات	ال|محادثات
فيما	فيما
نصل	نصل
الى	الى
اليوم	ال|يوم
السادس	ال|سادس
من	من
القمة	ال|قمة
"	"
.	.
وأضاف	و|أضاف
"	"
لا	لا
نزال	نزال
نرغب	نرغب
في	في
التوصل	ال|توصل
الى	الى
اتفاق	اتفاق
حول	حول
المسائل	ال|مسائل
التي	التي
تشكل	تشكل
صلب	صلب
الوضع	ال|وضع
النهائي	ال|نهائي
(	(
لالأراضي	ل|ال|أراضي
الفلسطينية	ال|فلسطينية
)	)
قبل	قبل
توجه	توجه
الرئيس	ال|رئيس
الى	الى
طوكيو	طوكيو
"	"
.	.
وقرر	و|قرر
الرئيس	ال|رئيس
الاميركي	ال|اميركي
ان	ان
يغادر	يغادر
الاربعاء	ال|اربعاء
صباحا	صباحا
الولايات	ال|ولايات
المتحدة	ال|متحدة
لالمشاركة	ل|ال|مشاركة
في	في
آخر	آخر
قمة	قمة
له	ل|ه
لمجموعة	ل|مجموعة
الثماني	ال|ثماني
(	(
الدول	ال|دول
الصناعية	ال|صناعية
الكبرى	ال|كبرى
السبع	ال|سبع
وروسيا	و|روسيا
)	)
التي	التي
ستجري	س|تجري
في	في
جزيرة	جزيرة
اوكيناوا	اوكيناوا
وسيعود	و|س|يعود
الى	الى
واشنطن	واشنطن
الاحد	ال|احد
في	في
23	23
الجاري	ال|جاري
.	.
وسيجري	و|س|يجري
على	على
هامش	هامش
القمة	ال|قمة
محادثات	محادثات
ثنائية	ثنائية
مع	مع
الرئيس	ال|رئيس
الروسي	ال|روسي
فلاديمير	فلاديمير
بوتين	بوتين
.	.
وكان	و|كان
المتحدث	ال|متحدث
الاميركي	ال|اميركي
اشار	اشار
امس	امس
الى	الى
ان	ان
محادثات	محادثات
قمة	قمة
كامب	كامب
ديفيد	ديفيد
اتسمت	اتسمت
بطابع	ب|طابع
اقل	اقل
رسمية	رسمية
من	من
الايام	ال|ايام
السابقة	ال|سابقة
بسبب	ب|سبب
العطلة	ال|عطلة
الاسبوعية	ال|اسبوعية
لدى	لدى
اليهود	ال|يهود
.	.
دراسة	دراسة
:	:
العنف	ال|عنف
المنزلي	ال|منزلي
في	في
الولايات	ال|ولايات
المتحدة	ال|متحدة
يطال	يطال
25%	25|%
من	من
النساء	ال|نساء
و	و
7،5	7،5
من	من
الرجال	ال|رجال
واشنطن	واشنطن
16	16
-	-
7	7
(	(
اف	اف
ب	ب
)	)
-	-
افادت	افادت
دراسة	دراسة
نشرها	نشر|ها
امس	امس
السبت	ال|سبت
المعهد	ال|معهد
الوطني	ال|وطني
لالعدالة	ل|ال|عدالة
ان	ان
العنف	ال|عنف
المنزلي	ال|منزلي
في	في
الولايات	ال|ولايات
المتحدة	ال|متحدة
يطال	يطال
ربع	ربع
النساء	ال|نساء
تقريبا	تقريبا
خلال	خلال
حياتهم	حيات|هم
.	.
وأوضحت	و|أوضحت
هذه	هذه
الدراسة	ال|دراسة
التي	التي
اجريت	اجريت
لدى	لدى
ثمانية	ثمانية
الاف	الاف
امرأة	امرأة
وثمانية	و|ثمانية
الاف	الاف
رجل	رجل
،	،
ان	ان
نحو	نحو
25%	25|%
من	من
النساء	ال|نساء
و	و
7،5	7،5
%	%
من	من
الرجال	ال|رجال
يتعرضون	يتعرضون
مرة	مرة
واحدة	واحدة
في	في
حياتهم	حيات|هم
لالاغتصاب	ل|ال|اغتصاب
او	او
الاعتداء	ال|اعتداء
الجسدي	ال|جسدي
من	من
قبل	قبل
الزوج	ال|زوج
(	(
الحالي	ال|حالي
او	او
السابق	ال|سابق
)	)
او	او
الشريك	ال|شريك
الجنسي	ال|جنسي
.	.
وذكر	و|ذكر
المعهد	ال|معهد
الوطني	ال|وطني
لالعدالة	ل|ال|عدالة
ان	ان
قرابة	قرابة
1،5%	1،5|%
من	من
النساء	ال|نساء
و	و
0،9	0،9
%	%
من	من
الرجال	ال|رجال
الذين	الذين
شملتهم	شملت|هم
الدراسة	ال|دراسة
،	،
اي	اي
ما	ما
يساوي	يساوي
1،5	1،5
مليون	مليون
امرأة	امرأة
و	و
834732	834732
رجلا	رجلا
من	من
مجمل	مجمل
السكان	ال|سكان
،	،
تعرضوا	تعرضوا
لهٰذا	ل|هٰذا
النوع	ال|نوع
من	من
العنف	ال|عنف
خلال	خلال
الاشهر	ال|اشهر
12	12
التي	التي
سبقت	سبقت
التحقيق	ال|تحقيق
.	.
ومن	و|من
جهة	جهة
اخرى	اخرى
،	،
هناك	هناك
ضحايا	ضحايا
يتعرضون	يتعرضون
لأعمال	ل|أعمال
عنف	عنف
مرات	مرات
عدة	عدة
في	في
السنة	ال|سنة
،	،
فالنساء	ف|ال|نساء
يتعرضن	يتعرضن
لمثل	ل|مثل
هذه	هذه
الاعمال	ال|اعمال
4،9	4،9
ملايين	ملايين
مرة	مرة
تقريبا	تقريبا
والرجال	و|ال|رجال
2،9	2،9
مليون	مليون
مرة	مرة
في	في
السنة	ال|سنة
.	.
وأخيرا	و|أخيرا
اشارت	اشارت
الدراسة	ال|دراسة
الى	الى
ان	ان
41،5%	41،5|%
من	من
النساء	ال|نساء
اللواتي	اللواتي
يتعرضن	يتعرضن
لالعنف	ل|ال|عنف
الجسدي	ال|جسدي
من	من
قبل	قبل
شريك	شريك
حميم	حميم
،	،
اصبن	اصبن
بجروح	ب|جروح
خلال	خلال
تعرضهن	تعرض|هن
لالاعتداء	ل|ال|اعتداء
الاخير	ال|اخير
مقابل	مقابل
19،9	19،9
%	%
لالرجال	ل|ال|رجال
.	.
العثور	ال|عثور
على	على
جثة	جثة
تاسعة	تاسعة
في	في
مخيم	مخيم
منكوب	منكوب
بإعصار	ب|إعصار
اجتاحا	اجتاحا
البرتا	البرتا
باين	باين
لايك	لايك
(	(
كندا	كندا
)	)
16	16
-	-
7	7
(	(
اف	اف
ب	ب
)	)
-	-
اعلنت	اعلنت
الشرطة	ال|شرطة
الملكية	ال|ملكية
في	في
كندا	كندا
العثور	ال|عثور
على	على
جثة	جثة
تاسعة	تاسعة
في	في
مخيم	مخيم
اجتاحه	اجتاح|ه
اعصار	اعصار
في	في
باين	باين
لايك	لايك
في	في
البرتا	البرتا
(	(
غرب	غرب
)	)
وأدى	و|أدى
ايضا	ايضا
الى	الى
اصابة	اصابة
اكثر	اكثر
من	من
200	200
شخص	شخص
بجروح	ب|جروح
.	.
وتخشى	و|تخشى
السلطات	ال|سلطات
من	من
ارتفاع	ارتفاع
عدد	عدد
الضحايا	ال|ضحايا
اذ	اذ
ان	ان
رجال	رجال
الاسعاف	ال|اسعاف
الذين	الذين
ارسلوا	ارسلوا
الى	الى
مكان	مكان
الكارثة	ال|كارثة
وعددهم	و|عدد|هم
يزيد	يزيد
عن	عن
المائة	ال|مائة
،	،
لم	لم
يتمكنوا	يتمكنوا
عند	عند
منتصف	منتصف
النهار	ال|نهار
امس	امس
الا	الا
من	من
تمشيط	تمشيط
ربع	ربع
المخيم	ال|مخيم
بحثا	بحثا
عن	عن
الضحايا	ال|ضحايا
بين	بين
الانقاض	ال|انقاض
.	.
وكان	و|كان
رجال	رجال
